class_id,support,acc,recall,f1,auc,bac,bacc,sens,spec,precision,epoch,split,class_name
6,50,0.0,0.0,0.0,0.5707655502392345,0.0,0.5,0.0,1.0,0.0,3,test,VASC
7,126,0.0,0.0,0.0,0.7215844097423044,0.0,0.5,0.0,1.0,0.0,3,test,SCC
0,453,0.44150110375275936,0.44150110375275936,0.4424778761061947,0.7844705588251495,0.44150110375275936,0.660529822509777,0.44150110375275936,0.8795585412667947,0.4434589800443459,4,val,MEL
1,1288,0.9301242236024845,0.9301242236024845,0.7667200000000001,0.8754550224030155,0.9301242236024845,0.7092574680862702,0.9301242236024845,0.48839071257005606,0.6521502449646163,4,val,NV
2,333,0.35135135135135137,0.35135135135135137,0.40909090909090906,0.8556133265752142,0.35135135135135137,0.6479987246774905,0.35135135135135137,0.9446460980036298,0.4895397489539749,4,val,BCC
3,87,0.0,0.0,0.0,0.8011400422237861,0.0,0.5,0.0,1.0,0.0,4,val,AK
4,263,0.015209125475285171,0.015209125475285171,0.029304029304029304,0.7046727596804345,0.015209125475285171,0.5062853015239223,0.015209125475285171,0.9973614775725593,0.4,4,val,BKL
5,24,0.0,0.0,0.0,0.6309026396073749,0.0,0.5,0.0,1.0,0.0,4,val,DF
6,26,0.0,0.0,0.0,0.6238090861746776,0.0,0.5,0.0,1.0,0.0,4,val,VASC
7,63,0.0,0.0,0.0,0.7725744568913525,0.0,0.5,0.0,1.0,0.0,4,val,SCC
0,904,0.4192477876106195,0.4192477876106195,0.4167124793842771,0.7639398604312936,0.4192477876106195,0.6452317746318355,0.4192477876106195,0.8712157616530514,0.41420765027322404,4,test,MEL
1,2575,0.9413592233009709,0.9413592233009709,0.7791706846673097,0.8779813932097299,0.9413592233009709,0.725195870181196,0.9413592233009709,0.5090325170614212,0.6646558815464766,4,test,NV
2,664,0.32680722891566266,0.32680722891566266,0.3777197563098346,0.8502422912914721,0.32680722891566266,0.6329629056890899,0.32680722891566266,0.939118582462517,0.44742268041237115,4,test,BCC
3,174,0.0,0.0,0.0,0.8029553293672052,0.0,0.5,0.0,1.0,0.0,4,test,AK
4,525,0.007619047619047619,0.007619047619047619,0.014705882352941176,0.7200977338744352,0.007619047619047619,0.5021579052233093,0.007619047619047619,0.996696762827571,0.21052631578947367,4,test,BKL
5,48,0.0,0.0,0.0,0.6264697090474293,0.0,0.5,0.0,1.0,0.0,4,test,DF
6,50,0.0,0.0,0.0,0.603122009569378,0.0,0.5,0.0,1.0,0.0,4,test,VASC
7,126,0.0,0.0,0.0,0.7407862605231026,0.0,0.5,0.0,1.0,0.0,4,test,SCC
0,453,0.48123620309050774,0.48123620309050774,0.467309753483387,0.7934128628507751,0.48123620309050774,0.6777582167084016,0.48123620309050774,0.8742802303262955,0.45416666666666666,5,val,MEL
1,1288,0.9340062111801242,0.9340062111801242,0.7837133550488599,0.88373120856934,0.9340062111801242,0.735217677247388,0.9340062111801242,0.5364291433146517,0.6750841750841751,5,val,NV
2,333,0.40540540540540543,0.40540540540540543,0.4522613065326634,0.8752336728743263,0.40540540540540543,0.6734377299259332,0.40540540540540543,0.941470054446461,0.5113636363636364,5,val,BCC
3,87,0.0,0.0,0.0,0.8189209476894205,0.0,0.5,0.0,1.0,0.0,5,val,AK
4,263,0.011406844106463879,0.011406844106463879,0.021897810218978103,0.7127003554815388,0.011406844106463879,0.5039444071016048,0.011406844106463879,0.9964819700967458,0.2727272727272727,5,val,BKL
5,24,0.0,0.0,0.0,0.6146040588937526,0.0,0.5,0.0,1.0,0.0,5,val,DF
6,26,0.0,0.0,0.0,0.6224152191894128,0.0,0.5,0.0,1.0,0.0,5,val,VASC
7,63,0.0,0.0,0.0,0.7746339710769783,0.0,0.5,0.0,1.0,0.0,5,val,SCC
0,904,0.44026548672566373,0.44026548672566373,0.4293419633225458,0.771996848860104,0.44026548672566373,0.6538184713782091,0.44026548672566373,0.8673714560307545,0.4189473684210526,5,test,MEL
1,2575,0.9390291262135922,0.9390291262135922,0.7872375061045092,0.8847160067505155,0.9390291262135922,0.7386835715371454,0.9390291262135922,0.5383380168606985,0.6776905829596412,5,test,NV
2,664,0.3870481927710843,0.3870481927710843,0.4297658862876254,0.868798684059272,0.3870481927710843,0.6622882944773186,0.3870481927710843,0.9375283961835529,0.4830827067669173,5,test,BCC
3,174,0.0,0.0,0.0,0.8232676384620445,0.0,0.5,0.0,1.0,0.0,5,test,AK
4,525,0.011428571428571429,0.011428571428571429,0.022181146025878003,0.7270343222071916,0.011428571428571429,0.5046132066568094,0.011428571428571429,0.9977978418850474,0.375,5,test,BKL
5,48,0.0,0.0,0.0,0.6304055400557992,0.0,0.5,0.0,1.0,0.0,5,test,DF
6,50,0.0,0.0,0.0,0.588939393939394,0.0,0.5,0.0,1.0,0.0,5,test,VASC
7,126,0.0,0.0,0.0,0.745969089390142,0.0,0.5,0.0,1.0,0.0,5,test,SCC
0,453,0.4966887417218543,0.4966887417218543,0.48754062838569884,0.8063581243406083,0.4966887417218543,0.6895631808417333,0.4966887417218543,0.8824376199616123,0.4787234042553192,6,val,MEL
1,1288,0.9340062111801242,0.9340062111801242,0.7896291434197572,0.8898820920090109,0.9340062111801242,0.744425043140102,0.9340062111801242,0.55484387510008,0.6839113132461626,6,val,NV
2,333,0.4624624624624625,0.4624624624624625,0.49597423510466987,0.8882158020089055,0.4624624624624625,0.7008319571840442,0.4624624624624625,0.9392014519056261,0.5347222222222222,6,val,BCC
3,87,0.0,0.0,0.0,0.8285338963171476,0.0,0.5,0.0,1.0,0.0,6,val,AK
4,263,0.034220532319391636,0.034220532319391636,0.0636042402826855,0.7245737064050214,0.034220532319391636,0.5146916206012085,0.034220532319391636,0.9951627088830255,0.45,6,val,BKL
5,24,0.0,0.0,0.0,0.6263595967634965,0.0,0.5,0.0,1.0,0.0,6,val,DF
6,26,0.0,0.0,0.0,0.6403363661428177,0.0,0.5,0.0,1.0,0.0,6,val,VASC
7,63,0.0,0.0,0.0,0.7851753474227201,0.0,0.5,0.0,1.0,0.0,6,val,SCC
0,904,0.45464601769911506,0.45464601769911506,0.4440842787682334,0.7826186567894095,0.45464601769911506,0.6629308896760833,0.45464601769911506,0.8712157616530514,0.43400211193241817,6,test,MEL
1,2575,0.938252427184466,0.938252427184466,0.7952600394996707,0.8898556746033291,0.938252427184466,0.7513421911113016,0.938252427184466,0.5644319550381373,0.6900885461296772,6,test,NV
2,664,0.4397590361445783,0.4397590361445783,0.46719999999999995,0.8812430549093239,0.4397590361445783,0.6864856062140429,0.4397590361445783,0.9332121762835075,0.49829351535836175,6,test,BCC
3,174,0.0,0.0,0.0,0.8296503322337196,0.0,0.5,0.0,1.0,0.0,6,test,AK
4,525,0.01904761904761905,0.01904761904761905,0.03590664272890485,0.7348068917062531,0.01904761904761905,0.5071014355973616,0.01904761904761905,0.9951552521471042,0.3125,6,test,BKL
5,48,0.0,0.0,0.0,0.6480545037863691,0.0,0.5,0.0,1.0,0.0,6,test,DF
6,50,0.0,0.0,0.0,0.617280701754386,0.0,0.5,0.0,1.0,0.0,6,test,VASC
7,126,0.0,0.0,0.0,0.7553370606002185,0.0,0.5,0.0,1.0,0.0,6,test,SCC
0,453,0.44370860927152317,0.44370860927152317,0.4797136038186157,0.8153936435704813,0.44370860927152317,0.6777084313152242,0.44370860927152317,0.9117082533589251,0.522077922077922,7,val,MEL
1,1288,0.9448757763975155,0.9448757763975155,0.7887232663642255,0.893480623007723,0.9448757763975155,0.7398518193436736,0.9448757763975155,0.5348278622898318,0.6768631813125695,7,val,NV
2,333,0.5345345345345346,0.5345345345345346,0.5369532428355959,0.8954290043219263,0.5345345345345346,0.7327845086465776,0.5345345345345346,0.9310344827586207,0.5393939393939394,7,val,BCC
3,87,0.0,0.0,0.0,0.8344358433028384,0.0,0.5,0.0,1.0,0.0,7,val,AK
4,263,0.034220532319391636,0.034220532319391636,0.0627177700348432,0.7295096495012224,0.034220532319391636,0.513812113125395,0.034220532319391636,0.9934036939313984,0.375,7,val,BKL
5,24,0.0,0.0,0.0,0.6452447274174293,0.0,0.5,0.0,1.0,0.0,7,val,DF
6,26,0.0,0.0,0.0,0.6577060931899642,0.0,0.5,0.0,1.0,0.0,7,val,VASC
7,63,0.0,0.0,0.0,0.7944527851560997,0.0,0.5,0.0,1.0,0.0,7,val,SCC
0,904,0.4192477876106195,0.4192477876106195,0.45226730310262536,0.7911886091183189,0.4192477876106195,0.6624110153814751,0.4192477876106195,0.9055742431523306,0.49093264248704666,7,test,MEL
1,2575,0.949126213592233,0.949126213592233,0.7937642091588178,0.8931351311322703,0.949126213592233,0.7459400638414798,0.949126213592233,0.5427539140907266,0.6821099637175552,7,test,NV
2,664,0.5210843373493976,0.5210843373493976,0.5179640718562873,0.88872083061916,0.5210843373493976,0.7235135453216774,0.5210843373493976,0.9259427532939573,0.5148809523809523,7,test,BCC
3,174,0.0,0.0,0.0,0.8390769353671488,0.0,0.5,0.0,1.0,0.0,7,test,AK
4,525,0.022857142857142857,0.022857142857142857,0.0425531914893617,0.7394926647161837,0.022857142857142857,0.5084556579733853,0.022857142857142857,0.9940541730896278,0.3076923076923077,7,test,BKL
5,48,0.0,0.0,0.0,0.6551082768699349,0.0,0.5,0.0,1.0,0.0,7,test,DF
6,50,0.0,0.0,0.0,0.6411044657097289,0.0,0.5,0.0,1.0,0.0,7,test,VASC
7,126,0.0,0.0,0.0,0.7664497782918835,0.0,0.5,0.0,1.0,0.0,7,test,SCC
0,453,0.5121412803532008,0.5121412803532008,0.5127071823204421,0.8193055043578108,0.5121412803532008,0.70328753077161,0.5121412803532008,0.8944337811900192,0.5132743362831859,8,val,MEL
1,1288,0.9324534161490683,0.9324534161490683,0.7966832504145936,0.895642911845004,0.9324534161490683,0.7556582533107231,0.9324534161490683,0.5788630904723779,0.6954255935147655,8,val,NV
2,333,0.5405405405405406,0.5405405405405406,0.5357142857142857,0.9028493102903266,0.5405405405405406,0.7341994898709963,0.5405405405405406,0.927858439201452,0.5309734513274337,8,val,BCC
3,87,0.0,0.0,0.0,0.8408327468918603,0.0,0.5,0.0,1.0,0.0,8,val,AK
4,263,0.034220532319391636,0.034220532319391636,0.06382978723404256,0.7366176082078444,0.034220532319391636,0.514911497470162,0.034220532319391636,0.9956024626209323,0.47368421052631576,8,val,BKL
5,24,0.0,0.0,0.0,0.6557898925586948,0.0,0.5,0.0,1.0,0.0,8,val,DF
6,26,0.0,0.0,0.0,0.6702355788377294,0.0,0.5,0.0,1.0,0.0,8,val,VASC
7,63,0.0,0.0,0.0,0.8001244690816235,0.0,0.5,0.0,1.0,0.0,8,val,SCC
0,904,0.46349557522123896,0.46349557522123896,0.46503884572697,0.796253928293494,0.46349557522123896,0.6742033378268617,0.46349557522123896,0.8849111004324843,0.4665924276169265,8,test,MEL
1,2575,0.9374757281553399,0.9374757281553399,0.801593890087996,0.8953097169226691,0.9374757281553399,0.7611906942663491,0.9374757281553399,0.5849056603773585,0.7001160092807425,8,test,NV
2,664,0.5496987951807228,0.5496987951807228,0.5407407407407407,0.8961120492875638,0.5496987951807228,0.7383886979083987,0.5496987951807228,0.9270786006360745,0.532069970845481,8,test,BCC
3,174,0.0,0.0,0.0,0.8466344301275364,0.0,0.5,0.0,1.0,0.0,8,test,AK
4,525,0.030476190476190476,0.030476190476190476,0.05724508050089446,0.744040855276266,0.030476190476190476,0.5132561529346379,0.030476190476190476,0.9960361153930852,0.47058823529411764,8,test,BKL
5,48,0.0,0.0,0.0,0.670893118108144,0.0,0.5,0.0,1.0,0.0,8,test,DF
6,50,0.0,0.0,0.0,0.6531140350877194,0.0,0.5,0.0,1.0,0.0,8,test,VASC
7,126,0.0,0.0,0.0,0.7728632478632479,0.0,0.5,0.0,1.0,0.0,8,test,SCC
0,453,0.4922737306843267,0.4922737306843267,0.5180023228803716,0.8236548410468916,0.4922737306843267,0.7017510687970578,0.4922737306843267,0.9112284069097889,0.5465686274509803,9,val,MEL
1,1288,0.9347826086956522,0.9347826086956522,0.8034701368034702,0.8986244896538349,0.9347826086956522,0.7652295749643193,0.9347826086956522,0.5956765412329864,0.7045055588063195,9,val,NV
2,333,0.6096096096096096,0.6096096096096096,0.5607734806629834,0.9077571219132017,0.6096096096096096,0.7621550770371097,0.6096096096096096,0.9147005444646098,0.5191815856777494,9,val,BCC
3,87,0.0,0.0,0.0,0.8425521932911095,0.0,0.5,0.0,1.0,0.0,9,val,AK
4,263,0.060836501901140684,0.060836501901140684,0.10958904109589042,0.7454845818660941,0.060836501901140684,0.5275598516541763,0.060836501901140684,0.9942832014072119,0.5517241379310345,9,val,BKL
5,24,0.0,0.0,0.0,0.6537007560684441,0.0,0.5,0.0,1.0,0.0,9,val,DF
6,26,0.0,0.0,0.0,0.6795790828048892,0.0,0.5,0.0,1.0,0.0,9,val,VASC
7,63,0.0,0.0,0.0,0.8002720355185998,0.0,0.5,0.0,1.0,0.0,9,val,SCC
0,904,0.44026548672566373,0.44026548672566373,0.46989374262101535,0.8022271669934042,0.44026548672566373,0.673039999489694,0.44026548672566373,0.9058145122537242,0.5037974683544304,9,test,MEL
1,2575,0.9405825242718446,0.9405825242718446,0.8054539408047888,0.8983153332579813,0.9405825242718446,0.7661563765478051,0.9405825242718446,0.5917302288237656,0.7042744984006979,9,test,NV
2,664,0.6219879518072289,0.6219879518072289,0.5673076923076923,0.9012411527071483,0.6219879518072289,0.7679453616373718,0.6219879518072289,0.9139027714675148,0.5214646464646465,9,test,BCC
3,174,0.0,0.0,0.0,0.8458202930423586,0.0,0.5,0.0,1.0,0.0,9,test,AK
4,525,0.04,0.04,0.07368421052631578,0.7529782615534653,0.04,0.5173574102620568,0.04,0.9947148205241136,0.4666666666666667,9,test,BKL
5,48,0.0,0.0,0.0,0.67689650591205,0.0,0.5,0.0,1.0,0.0,9,test,DF
6,50,0.0,0.0,0.0,0.6594178628389155,0.0,0.5,0.0,1.0,0.0,9,test,VASC
7,126,0.0,0.0,0.0,0.7732118758434547,0.0,0.5,0.0,1.0,0.0,9,test,SCC
0,453,0.48344370860927155,0.48344370860927155,0.5159010600706714,0.8276323761826679,0.48344370860927155,0.6992554435560754,0.48344370860927155,0.9150671785028791,0.553030303030303,10,val,MEL
1,1288,0.9386645962732919,0.9386645962732919,0.8019900497512438,0.9003911203496959,0.9386645962732919,0.7619664054224746,0.9386645962732919,0.5852682145716573,0.7000579038795599,10,val,NV
2,333,0.6066066066066066,0.6066066066066066,0.5618915159944367,0.9119618711270254,0.6066066066066066,0.7615610165519422,0.6066066066066066,0.9165154264972777,0.5233160621761658,10,val,BCC
3,87,0.0,0.0,0.0,0.8461717100633357,0.0,0.5,0.0,1.0,0.0,10,val,AK
4,263,0.053231939163498096,0.053231939163498096,0.09621993127147765,0.7484725663894379,0.053231939163498096,0.5235376934164017,0.053231939163498096,0.9938434476693052,0.5,10,val,BKL
5,24,0.0,0.0,0.0,0.6617422735110757,0.0,0.5,0.0,1.0,0.0,10,val,DF
6,26,0.0,0.0,0.0,0.6871611065159453,0.0,0.5,0.0,1.0,0.0,10,val,VASC
7,63,0.0,0.0,0.0,0.8042563293169598,0.0,0.5,0.0,1.0,0.0,10,val,SCC
0,904,0.4391592920353982,0.4391592920353982,0.4723378941106484,0.8064786543229301,0.4391592920353982,0.6739285167529225,0.4391592920353982,0.9086977414704469,0.510939510939511,10,test,MEL
1,2575,0.941747572815534,0.941747572815534,0.8044451816221596,0.8996849239787506,0.941747572815534,0.7643302296032708,0.941747572815534,0.5869128863910076,0.7020845396641575,10,test,NV
2,664,0.6219879518072289,0.6219879518072289,0.5708362128541811,0.9060363443779661,0.6219879518072289,0.7689676242452773,0.6219879518072289,0.9159472966833258,0.5274584929757343,10,test,BCC
3,174,0.0,0.0,0.0,0.8519551038054153,0.0,0.5,0.0,1.0,0.0,10,test,AK
4,525,0.047619047619047616,0.047619047619047616,0.08665511265164644,0.7566099348790385,0.047619047619047616,0.5208366103543377,0.047619047619047616,0.9940541730896278,0.4807692307692308,10,test,BKL
5,48,0.0,0.0,0.0,0.6818038395110935,0.0,0.5,0.0,1.0,0.0,10,test,DF
6,50,0.0,0.0,0.0,0.6627153110047846,0.0,0.5,0.0,1.0,0.0,10,test,VASC
7,126,0.0,0.0,0.0,0.7786485444380181,0.0,0.5,0.0,1.0,0.0,10,test,SCC
0,453,0.5121412803532008,0.5121412803532008,0.5272727272727272,0.8330409765563762,0.5121412803532008,0.7092856113858135,0.5121412803532008,0.9064299424184261,0.5433255269320844,11,val,MEL
1,1288,0.9316770186335404,0.9316770186335404,0.8099898751265607,0.9024082620133373,0.9316770186335404,0.7756863876194122,0.9316770186335404,0.6196957566052842,0.7164179104477612,11,val,NV
2,333,0.6456456456456456,0.6456456456456456,0.5818673883626522,0.9166489538540356,0.6456456456456456,0.7794925142928772,0.6456456456456456,0.9133393829401089,0.5295566502463054,11,val,BCC
3,87,0.0,0.0,0.0,0.8483509265775275,0.0,0.5,0.0,1.0,0.0,11,val,AK
4,263,0.060836501901140684,0.060836501901140684,0.10958904109589042,0.7547411472389151,0.060836501901140684,0.5275598516541763,0.060836501901140684,0.9942832014072119,0.5517241379310345,11,val,BKL
5,24,0.0,0.0,0.0,0.6713755139938984,0.0,0.5,0.0,1.0,0.0,11,val,DF
6,26,0.0,0.0,0.0,0.6983273596176822,0.0,0.5,0.0,1.0,0.0,11,val,VASC
7,63,0.0,0.0,0.0,0.8072846492409952,0.0,0.5,0.0,1.0,0.0,11,val,SCC
0,904,0.46349557522123896,0.46349557522123896,0.48299711815561963,0.8114331414015555,0.46349557522123896,0.682252352723546,0.46349557522123896,0.9010091302258529,0.5042117930204573,11,test,MEL
1,2575,0.9347572815533981,0.9347572815533981,0.8104377104377104,0.9011349596411158,0.9347572815533981,0.7750863886691117,0.9347572815533981,0.6154154957848254,0.7153046062407132,11,test,NV
2,664,0.6626506024096386,0.6626506024096386,0.5949966193373901,0.9104942030730828,0.6626506024096386,0.7887310258754235,0.6626506024096386,0.9148114493412085,0.5398773006134969,11,test,BCC
3,174,0.0,0.0,0.0,0.8553150346331332,0.0,0.5,0.0,1.0,0.0,11,test,AK
4,525,0.05142857142857143,0.05142857142857143,0.09310344827586207,0.7610910120489507,0.05142857142857143,0.522631264353352,0.05142857142857143,0.9938339572781326,0.4909090909090909,11,test,BKL
5,48,0.0,0.0,0.0,0.6989712036667995,0.0,0.5,0.0,1.0,0.0,11,test,DF
6,50,0.0,0.0,0.0,0.6776196172248804,0.0,0.5,0.0,1.0,0.0,11,test,VASC
7,126,0.0,0.0,0.0,0.7812479917743076,0.0,0.5,0.0,1.0,0.0,11,test,SCC
0,453,0.4900662251655629,0.4900662251655629,0.524822695035461,0.8363098642871368,0.4900662251655629,0.7040062411816298,0.4900662251655629,0.9179462571976967,0.5648854961832062,12,val,MEL
1,1288,0.9402173913043478,0.9402173913043478,0.8103044496487118,0.9043787825291288,0.9402173913043478,0.7739517701117415,0.9402173913043478,0.6076861489191353,0.7119341563786008,12,val,NV
2,333,0.6456456456456456,0.6456456456456456,0.5771812080536912,0.9198222723631073,0.6456456456456456,0.7781313527683764,0.6456456456456456,0.9106170598911071,0.5218446601941747,12,val,BCC
3,87,0.0,0.0,0.0,0.8509265775275627,0.0,0.5,0.0,1.0,0.0,12,val,AK
4,263,0.060836501901140684,0.060836501901140684,0.10884353741496598,0.7585099872588461,0.060836501901140684,0.5271200979162696,0.060836501901140684,0.9934036939313984,0.5161290322580645,12,val,BKL
5,24,0.0,0.0,0.0,0.6703641066454438,0.0,0.5,0.0,1.0,0.0,12,val,DF
6,26,0.0,0.0,0.0,0.6969028581931809,0.0,0.5,0.0,1.0,0.0,12,val,VASC
7,63,0.0,0.0,0.0,0.8132514660404717,0.0,0.5,0.0,1.0,0.0,12,val,SCC
0,904,0.4469026548672566,0.4469026548672566,0.48354278874925194,0.8142201566639593,0.4469026548672566,0.679842485530697,0.4469026548672566,0.9127823161941374,0.5267275097783573,12,test,MEL
1,2575,0.9405825242718446,0.9405825242718446,0.8088161629654367,0.9027137695704537,0.9405825242718446,0.7711744415819279,0.9405825242718446,0.6017663588920112,0.7094317516110135,12,test,NV
2,664,0.6701807228915663,0.6701807228915663,0.5997304582210243,0.9140013028032166,0.6701807228915663,0.7924960861163874,0.6701807228915663,0.9148114493412085,0.5426829268292683,12,test,BCC
3,174,0.0,0.0,0.0,0.8555899380644918,0.0,0.5,0.0,1.0,0.0,12,test,AK
4,525,0.05904761904761905,0.05904761904761905,0.10508474576271186,0.7649252839210998,0.05904761904761905,0.5257801407283901,0.05904761904761905,0.992512662409161,0.47692307692307695,12,test,BKL
5,48,0.0,0.0,0.0,0.7019687458482795,0.0,0.5,0.0,1.0,0.0,12,test,DF
6,50,0.0,0.0,0.0,0.6849561403508773,0.0,0.5,0.0,1.0,0.0,12,test,VASC
7,126,0.0,0.0,0.0,0.7858484351905405,0.0,0.5,0.0,1.0,0.0,12,test,SCC
0,453,0.4613686534216336,0.4613686534216336,0.5147783251231527,0.8368871629952588,0.4613686534216336,0.6946958430255961,0.4613686534216336,0.9280230326295585,0.5821727019498607,13,val,MEL
1,1288,0.9456521739130435,0.9456521739130435,0.8029004614370469,0.9047797244006386,0.9456521739130435,0.7614569916803007,0.9456521739130435,0.577261809447558,0.697594501718213,13,val,NV
2,333,0.6426426426426426,0.6426426426426426,0.5799457994579945,0.9228579759432755,0.6426426426426426,0.7779910127913757,0.6426426426426426,0.9133393829401089,0.528395061728395,13,val,BCC
